"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"23.03.2021 17:15 - 23.03.2021 17:30","64845","66343"
"23.03.2021 17:30 - 23.03.2021 17:45","65193","66618"
"23.03.2021 17:45 - 23.03.2021 18:00","65273","67081"
"23.03.2021 18:00 - 23.03.2021 18:15","65441","67369"
"23.03.2021 18:15 - 23.03.2021 18:30","65704","67774"
"23.03.2021 18:30 - 23.03.2021 18:45","66196","68564"
"23.03.2021 18:45 - 23.03.2021 19:00","66091","69593"
"23.03.2021 19:00 - 23.03.2021 19:15","66584","70379"
"23.03.2021 19:15 - 23.03.2021 19:30","65873","70368"
"23.03.2021 19:30 - 23.03.2021 19:45","65707","69730"
"23.03.2021 19:45 - 23.03.2021 20:00","65175","68905"
"23.03.2021 20:00 - 23.03.2021 20:15","64207","67354"
"23.03.2021 20:15 - 23.03.2021 20:30","63287","66230"
"23.03.2021 20:30 - 23.03.2021 20:45","62896","65480"
"23.03.2021 20:45 - 23.03.2021 21:00","61968","64914"
"23.03.2021 21:00 - 23.03.2021 21:15","61080","63978"
"23.03.2021 21:15 - 23.03.2021 21:30","60382","63299"
"23.03.2021 21:30 - 23.03.2021 21:45","59315","62389"
"23.03.2021 21:45 - 23.03.2021 22:00","58946","61555"
"23.03.2021 22:00 - 23.03.2021 22:15","58614","61229"
"23.03.2021 22:15 - 23.03.2021 22:30","57894","60563"
"23.03.2021 22:30 - 23.03.2021 22:45","57603","59793"
"23.03.2021 22:45 - 23.03.2021 23:00","56238","58710"
"23.03.2021 23:00 - 23.03.2021 23:15","55253","57382"
"23.03.2021 23:15 - 23.03.2021 23:30","54404","56484"
"23.03.2021 23:30 - 23.03.2021 23:45","53706","55581"
"23.03.2021 23:45 - 24.03.2021 00:00","53386","55304"
"24.03.2021 00:00 - 24.03.2021 00:15","50731","53993"
"24.03.2021 00:15 - 24.03.2021 00:30","49874","53394"
"24.03.2021 00:30 - 24.03.2021 00:45","49486","52603"
"24.03.2021 00:45 - 24.03.2021 01:00","49080","52462"
"24.03.2021 01:00 - 24.03.2021 01:15","48450","51662"
"24.03.2021 01:15 - 24.03.2021 01:30","48034","51095"
"24.03.2021 01:30 - 24.03.2021 01:45","47851","50952"
"24.03.2021 01:45 - 24.03.2021 02:00","47573","50789"
"24.03.2021 02:00 - 24.03.2021 02:15","47316","50385"
"24.03.2021 02:15 - 24.03.2021 02:30","47403","50137"
"24.03.2021 02:30 - 24.03.2021 02:45","47489","50430"
"24.03.2021 02:45 - 24.03.2021 03:00","47510","50670"
"24.03.2021 03:00 - 24.03.2021 03:15","47514","51064"
"24.03.2021 03:15 - 24.03.2021 03:30","47723","51143"
"24.03.2021 03:30 - 24.03.2021 03:45","47750","51151"
"24.03.2021 03:45 - 24.03.2021 04:00","47949","51506"
"24.03.2021 04:00 - 24.03.2021 04:15","48213","52169"
"24.03.2021 04:15 - 24.03.2021 04:30","48632","52699"
"24.03.2021 04:30 - 24.03.2021 04:45","48883","53305"
"24.03.2021 04:45 - 24.03.2021 05:00","49561","53660"
"24.03.2021 05:00 - 24.03.2021 05:15","50449","54797"
"24.03.2021 05:15 - 24.03.2021 05:30","50933","55503"
"24.03.2021 05:30 - 24.03.2021 05:45","51856","56541"
"24.03.2021 05:45 - 24.03.2021 06:00","53029","57784"
"24.03.2021 06:00 - 24.03.2021 06:15","55445","60206"
"24.03.2021 06:15 - 24.03.2021 06:30","56927","61577"
"24.03.2021 06:30 - 24.03.2021 06:45","57897","63095"
"24.03.2021 06:45 - 24.03.2021 07:00","58883","64318"
"24.03.2021 07:00 - 24.03.2021 07:15","60272","65540"
"24.03.2021 07:15 - 24.03.2021 07:30","61287","66573"
"24.03.2021 07:30 - 24.03.2021 07:45","62081","67169"
"24.03.2021 07:45 - 24.03.2021 08:00","62665","67978"
"24.03.2021 08:00 - 24.03.2021 08:15","63425","68620"
"24.03.2021 08:15 - 24.03.2021 08:30","63839","68914"
"24.03.2021 08:30 - 24.03.2021 08:45","64339","69077"
"24.03.2021 08:45 - 24.03.2021 09:00","64721","69452"
"24.03.2021 09:00 - 24.03.2021 09:15","64319","68800"
"24.03.2021 09:15 - 24.03.2021 09:30","64684","68837"
"24.03.2021 09:30 - 24.03.2021 09:45","65386","69235"
"24.03.2021 09:45 - 24.03.2021 10:00","65676","69521"
"24.03.2021 10:00 - 24.03.2021 10:15","65860","69012"
"24.03.2021 10:15 - 24.03.2021 10:30","66381","68697"
"24.03.2021 10:30 - 24.03.2021 10:45","66404","69060"
"24.03.2021 10:45 - 24.03.2021 11:00","66647","69217"
"24.03.2021 11:00 - 24.03.2021 11:15","67256","69747"
"24.03.2021 11:15 - 24.03.2021 11:30","67430","70208"
"24.03.2021 11:30 - 24.03.2021 11:45","67449","70341"
"24.03.2021 11:45 - 24.03.2021 12:00","67637","70217"
"24.03.2021 12:00 - 24.03.2021 12:15","67380","69980"
"24.03.2021 12:15 - 24.03.2021 12:30","67291","69285"
"24.03.2021 12:30 - 24.03.2021 12:45","66846","69239"
"24.03.2021 12:45 - 24.03.2021 13:00","66926","69347"
"24.03.2021 13:00 - 24.03.2021 13:15","66606","69192"
"24.03.2021 13:15 - 24.03.2021 13:30","66106","68599"
"24.03.2021 13:30 - 24.03.2021 13:45","65778","67968"
"24.03.2021 13:45 - 24.03.2021 14:00","65132","67358"
"24.03.2021 14:00 - 24.03.2021 14:15","64787","67610"
"24.03.2021 14:15 - 24.03.2021 14:30","64532","67131"
"24.03.2021 14:30 - 24.03.2021 14:45","64407","66726"
"24.03.2021 14:45 - 24.03.2021 15:00","64162","66555"
"24.03.2021 15:00 - 24.03.2021 15:15","63925","66174"
"24.03.2021 15:15 - 24.03.2021 15:30","63633","65394"
"24.03.2021 15:30 - 24.03.2021 15:45","63457","65077"
"24.03.2021 15:45 - 24.03.2021 16:00","63138","64427"
"24.03.2021 16:00 - 24.03.2021 16:15","62676","64024"
"24.03.2021 16:15 - 24.03.2021 16:30","62840","63296"
"24.03.2021 16:30 - 24.03.2021 16:45","62767","63076"
"24.03.2021 16:45 - 24.03.2021 17:00","62600","63271"
"24.03.2021 17:00 - 24.03.2021 17:15","62688","63801"
"24.03.2021 17:15 - 24.03.2021 17:30","62908","63818"
"24.03.2021 17:30 - 24.03.2021 17:45","63236","64272"
"24.03.2021 17:45 - 24.03.2021 18:00","63439","65197"
"24.03.2021 18:00 - 24.03.2021 18:15","63493","66060"
"24.03.2021 18:15 - 24.03.2021 18:30","63769","66352"
"24.03.2021 18:30 - 24.03.2021 18:45","64057","67040"
"24.03.2021 18:45 - 24.03.2021 19:00","64273","68529"
"24.03.2021 19:00 - 24.03.2021 19:15","64566","69685"
"24.03.2021 19:15 - 24.03.2021 19:30","64317","69542"
"24.03.2021 19:30 - 24.03.2021 19:45","64223","68945"
"24.03.2021 19:45 - 24.03.2021 20:00","63842","68152"
"24.03.2021 20:00 - 24.03.2021 20:15","62845","66783"
"24.03.2021 20:15 - 24.03.2021 20:30","61884","65671"
"24.03.2021 20:30 - 24.03.2021 20:45","61125","64431"
"24.03.2021 20:45 - 24.03.2021 21:00","60459","63491"
"24.03.2021 21:00 - 24.03.2021 21:15","59612","63028"
"24.03.2021 21:15 - 24.03.2021 21:30","58977","62075"
"24.03.2021 21:30 - 24.03.2021 21:45","58310","61097"
"24.03.2021 21:45 - 24.03.2021 22:00","57685","60228"
"24.03.2021 22:00 - 24.03.2021 22:15","57548","60346"
"24.03.2021 22:15 - 24.03.2021 22:30","56790","59612"
"24.03.2021 22:30 - 24.03.2021 22:45","56016","58560"
"24.03.2021 22:45 - 24.03.2021 23:00","54965","57901"
"24.03.2021 23:00 - 24.03.2021 23:15","53829","56836"
"24.03.2021 23:15 - 24.03.2021 23:30","53005","55795"
"24.03.2021 23:30 - 24.03.2021 23:45","52195","54699"
"24.03.2021 23:45 - 25.03.2021 00:00","51599","54127"
"25.03.2021 00:00 - 25.03.2021 00:15","50479","53178"
"25.03.2021 00:15 - 25.03.2021 00:30","49729","52442"
"25.03.2021 00:30 - 25.03.2021 00:45","49299","51830"
"25.03.2021 00:45 - 25.03.2021 01:00","48897","51126"
"25.03.2021 01:00 - 25.03.2021 01:15","48365","50424"
"25.03.2021 01:15 - 25.03.2021 01:30","47925","50395"
"25.03.2021 01:30 - 25.03.2021 01:45","47728","49713"
"25.03.2021 01:45 - 25.03.2021 02:00","47508","49636"
"25.03.2021 02:00 - 25.03.2021 02:15","47254","49322"
"25.03.2021 02:15 - 25.03.2021 02:30","47190","49262"
"25.03.2021 02:30 - 25.03.2021 02:45","47268","49278"
"25.03.2021 02:45 - 25.03.2021 03:00","47310","49348"
"25.03.2021 03:00 - 25.03.2021 03:15","47258","49858"
"25.03.2021 03:15 - 25.03.2021 03:30","47398","50090"
"25.03.2021 03:30 - 25.03.2021 03:45","47514","50150"
"25.03.2021 03:45 - 25.03.2021 04:00","47696","50230"
"25.03.2021 04:00 - 25.03.2021 04:15","47957","50714"
"25.03.2021 04:15 - 25.03.2021 04:30","48321","50987"
"25.03.2021 04:30 - 25.03.2021 04:45","48714","51424"
"25.03.2021 04:45 - 25.03.2021 05:00","49315","52295"
"25.03.2021 05:00 - 25.03.2021 05:15","50197","53722"
"25.03.2021 05:15 - 25.03.2021 05:30","50744","54502"
"25.03.2021 05:30 - 25.03.2021 05:45","51593","55381"
"25.03.2021 05:45 - 25.03.2021 06:00","52806","56375"
"25.03.2021 06:00 - 25.03.2021 06:15","55374","58545"
"25.03.2021 06:15 - 25.03.2021 06:30","56681","59795"
"25.03.2021 06:30 - 25.03.2021 06:45","57779","61125"
"25.03.2021 06:45 - 25.03.2021 07:00","58758","62352"
"25.03.2021 07:00 - 25.03.2021 07:15","60221","63368"
"25.03.2021 07:15 - 25.03.2021 07:30","61030","64629"
"25.03.2021 07:30 - 25.03.2021 07:45","61823","65667"
"25.03.2021 07:45 - 25.03.2021 08:00","62560","66191"
"25.03.2021 08:00 - 25.03.2021 08:15","63375","66747"
"25.03.2021 08:15 - 25.03.2021 08:30","63949","67461"
"25.03.2021 08:30 - 25.03.2021 08:45","64337","67817"
"25.03.2021 08:45 - 25.03.2021 09:00","64745","67988"
"25.03.2021 09:00 - 25.03.2021 09:15","64397","67352"
"25.03.2021 09:15 - 25.03.2021 09:30","64619","68030"
"25.03.2021 09:30 - 25.03.2021 09:45","65182","68136"
"25.03.2021 09:45 - 25.03.2021 10:00","65408","68569"
"25.03.2021 10:00 - 25.03.2021 10:15","65461","68300"
"25.03.2021 10:15 - 25.03.2021 10:30","65931","68058"
"25.03.2021 10:30 - 25.03.2021 10:45","66038","68323"
"25.03.2021 10:45 - 25.03.2021 11:00","66285","68496"
"25.03.2021 11:00 - 25.03.2021 11:15","66877","67991"
"25.03.2021 11:15 - 25.03.2021 11:30","66979","68118"
"25.03.2021 11:30 - 25.03.2021 11:45","66987","68265"
"25.03.2021 11:45 - 25.03.2021 12:00","67311","68546"
"25.03.2021 12:00 - 25.03.2021 12:15","67056","67949"
"25.03.2021 12:15 - 25.03.2021 12:30","67162","67808"
"25.03.2021 12:30 - 25.03.2021 12:45","66819","67843"
"25.03.2021 12:45 - 25.03.2021 13:00","66902","67599"
"25.03.2021 13:00 - 25.03.2021 13:15","66577","67590"
"25.03.2021 13:15 - 25.03.2021 13:30","66228","66981"
"25.03.2021 13:30 - 25.03.2021 13:45","65730","66452"
"25.03.2021 13:45 - 25.03.2021 14:00","64927","66113"
"25.03.2021 14:00 - 25.03.2021 14:15","64378","66000"
"25.03.2021 14:15 - 25.03.2021 14:30","64391","65752"
"25.03.2021 14:30 - 25.03.2021 14:45","64405","65728"
"25.03.2021 14:45 - 25.03.2021 15:00","64213","65265"
"25.03.2021 15:00 - 25.03.2021 15:15","64055","65400"
"25.03.2021 15:15 - 25.03.2021 15:30","63735","65067"
"25.03.2021 15:30 - 25.03.2021 15:45","63372","64570"
"25.03.2021 15:45 - 25.03.2021 16:00","63172","63947"
"25.03.2021 16:00 - 25.03.2021 16:15","62797","64033"
"25.03.2021 16:15 - 25.03.2021 16:30","62718","63796"
"25.03.2021 16:30 - 25.03.2021 16:45","62810","63422"
"25.03.2021 16:45 - 25.03.2021 17:00","62491","63433"
"25.03.2021 17:00 - 25.03.2021 17:15","62730","64088"
"25.03.2021 17:15 - 25.03.2021 17:30","62995","64275"
"25.03.2021 17:30 - 25.03.2021 17:45","63195","64526"
"25.03.2021 17:45 - 25.03.2021 18:00","63350","65232"
"25.03.2021 18:00 - 25.03.2021 18:15","63359","65288"
"25.03.2021 18:15 - 25.03.2021 18:30","63474","65444"
"25.03.2021 18:30 - 25.03.2021 18:45","63857","66237"
"25.03.2021 18:45 - 25.03.2021 19:00","64100","67265"
"25.03.2021 19:00 - 25.03.2021 19:15","64428","68223"
"25.03.2021 19:15 - 25.03.2021 19:30","64127","68122"
"25.03.2021 19:30 - 25.03.2021 19:45","63906","67616"
"25.03.2021 19:45 - 25.03.2021 20:00","63675","66871"
"25.03.2021 20:00 - 25.03.2021 20:15","62433","65381"
"25.03.2021 20:15 - 25.03.2021 20:30","61566","64509"
"25.03.2021 20:30 - 25.03.2021 20:45","60907","63715"
"25.03.2021 20:45 - 25.03.2021 21:00","60290","62872"
"25.03.2021 21:00 - 25.03.2021 21:15","59447","61572"
"25.03.2021 21:15 - 25.03.2021 21:30","58912","60778"
"25.03.2021 21:30 - 25.03.2021 21:45","58020","60228"
"25.03.2021 21:45 - 25.03.2021 22:00","57483","59417"
"25.03.2021 22:00 - 25.03.2021 22:15","57404","58666"
"25.03.2021 22:15 - 25.03.2021 22:30","56556","58063"
"25.03.2021 22:30 - 25.03.2021 22:45","55816","57173"
"25.03.2021 22:45 - 25.03.2021 23:00","54746","56498"
"25.03.2021 23:00 - 25.03.2021 23:15","53803","54607"
"25.03.2021 23:15 - 25.03.2021 23:30","52862","53917"
"25.03.2021 23:30 - 25.03.2021 23:45","52124","53115"
"25.03.2021 23:45 - 26.03.2021 00:00","51627","53354"
"26.03.2021 00:00 - 26.03.2021 00:15","50296","51304"
"26.03.2021 00:15 - 26.03.2021 00:30","49619","50871"
"26.03.2021 00:30 - 26.03.2021 00:45","49019","50345"
"26.03.2021 00:45 - 26.03.2021 01:00","48716","49713"
"26.03.2021 01:00 - 26.03.2021 01:15","48234","48895"
"26.03.2021 01:15 - 26.03.2021 01:30","47862","48632"
"26.03.2021 01:30 - 26.03.2021 01:45","47670","48508"
"26.03.2021 01:45 - 26.03.2021 02:00","47361","48546"
"26.03.2021 02:00 - 26.03.2021 02:15","47076","48158"
"26.03.2021 02:15 - 26.03.2021 02:30","47017","48333"
"26.03.2021 02:30 - 26.03.2021 02:45","47142","48498"
"26.03.2021 02:45 - 26.03.2021 03:00","47212","48542"
"26.03.2021 03:00 - 26.03.2021 03:15","47108","48725"
"26.03.2021 03:15 - 26.03.2021 03:30","47270","48835"
"26.03.2021 03:30 - 26.03.2021 03:45","47473","49056"
"26.03.2021 03:45 - 26.03.2021 04:00","47575","49261"
"26.03.2021 04:00 - 26.03.2021 04:15","47855","49941"
"26.03.2021 04:15 - 26.03.2021 04:30","48228","50560"
"26.03.2021 04:30 - 26.03.2021 04:45","48517","51205"
"26.03.2021 04:45 - 26.03.2021 05:00","49044","51700"
"26.03.2021 05:00 - 26.03.2021 05:15","50077","53058"
"26.03.2021 05:15 - 26.03.2021 05:30","50442","53811"
"26.03.2021 05:30 - 26.03.2021 05:45","51341","55081"
"26.03.2021 05:45 - 26.03.2021 06:00","52535","56155"
"26.03.2021 06:00 - 26.03.2021 06:15","54710","58116"
"26.03.2021 06:15 - 26.03.2021 06:30","55747","59491"
"26.03.2021 06:30 - 26.03.2021 06:45","56723","60870"
"26.03.2021 06:45 - 26.03.2021 07:00","57570","61985"
"26.03.2021 07:00 - 26.03.2021 07:15","59163","63066"
"26.03.2021 07:15 - 26.03.2021 07:30","60401","64333"
"26.03.2021 07:30 - 26.03.2021 07:45","61195","65140"
"26.03.2021 07:45 - 26.03.2021 08:00","62091","65666"
"26.03.2021 08:00 - 26.03.2021 08:15","62727","66195"
"26.03.2021 08:15 - 26.03.2021 08:30","63125","66720"
"26.03.2021 08:30 - 26.03.2021 08:45","63562","67202"
"26.03.2021 08:45 - 26.03.2021 09:00","64087","67673"
"26.03.2021 09:00 - 26.03.2021 09:15","63634","67065"
"26.03.2021 09:15 - 26.03.2021 09:30","63802","67262"
"26.03.2021 09:30 - 26.03.2021 09:45","64452","67261"
"26.03.2021 09:45 - 26.03.2021 10:00","64726","67220"
"26.03.2021 10:00 - 26.03.2021 10:15","65041","66980"
"26.03.2021 10:15 - 26.03.2021 10:30","65448","67096"
"26.03.2021 10:30 - 26.03.2021 10:45","65431","67523"
"26.03.2021 10:45 - 26.03.2021 11:00","65615","67739"
"26.03.2021 11:00 - 26.03.2021 11:15","66168","68275"
"26.03.2021 11:15 - 26.03.2021 11:30","66429","68569"
"26.03.2021 11:30 - 26.03.2021 11:45","66603","68884"
"26.03.2021 11:45 - 26.03.2021 12:00","66639","68610"
"26.03.2021 12:00 - 26.03.2021 12:15","66367","67648"
"26.03.2021 12:15 - 26.03.2021 12:30","66270","67634"
"26.03.2021 12:30 - 26.03.2021 12:45","65816","67256"
"26.03.2021 12:45 - 26.03.2021 13:00","65796","66575"
"26.03.2021 13:00 - 26.03.2021 13:15","65365","65986"
"26.03.2021 13:15 - 26.03.2021 13:30","64731","65460"
"26.03.2021 13:30 - 26.03.2021 13:45","64265","64922"
"26.03.2021 13:45 - 26.03.2021 14:00","63446","64059"
"26.03.2021 14:00 - 26.03.2021 14:15","63003","63633"
"26.03.2021 14:15 - 26.03.2021 14:30","62744","63488"
"26.03.2021 14:30 - 26.03.2021 14:45","62673","63353"
"26.03.2021 14:45 - 26.03.2021 15:00","62164","62969"
"26.03.2021 15:00 - 26.03.2021 15:15","61912","63175"
"26.03.2021 15:15 - 26.03.2021 15:30","61684","62877"
"26.03.2021 15:30 - 26.03.2021 15:45","61541","62595"
"26.03.2021 15:45 - 26.03.2021 16:00","61012","61966"
"26.03.2021 16:00 - 26.03.2021 16:15","60725","62034"
"26.03.2021 16:15 - 26.03.2021 16:30","60749","61650"
"26.03.2021 16:30 - 26.03.2021 16:45","60728","61552"
"26.03.2021 16:45 - 26.03.2021 17:00","60821","61477"
"26.03.2021 17:00 - 26.03.2021 17:15","60941","61290"
"26.03.2021 17:15 - 26.03.2021 17:30","61004","61609"
"26.03.2021 17:30 - 26.03.2021 17:45","61190","61963"
"26.03.2021 17:45 - 26.03.2021 18:00","61308","62584"
"26.03.2021 18:00 - 26.03.2021 18:15","61338","63210"
"26.03.2021 18:15 - 26.03.2021 18:30","61427","63389"
"26.03.2021 18:30 - 26.03.2021 18:45","61790","64003"
"26.03.2021 18:45 - 26.03.2021 19:00","61788","64991"
"26.03.2021 19:00 - 26.03.2021 19:15","62058","65963"
"26.03.2021 19:15 - 26.03.2021 19:30","61693","66024"
"26.03.2021 19:30 - 26.03.2021 19:45","61492","65750"
"26.03.2021 19:45 - 26.03.2021 20:00","61040","65060"
"26.03.2021 20:00 - 26.03.2021 20:15","60156","64356"
"26.03.2021 20:15 - 26.03.2021 20:30","59412","63049"
"26.03.2021 20:30 - 26.03.2021 20:45","58671","62038"
"26.03.2021 20:45 - 26.03.2021 21:00","57890","61103"
"26.03.2021 21:00 - 26.03.2021 21:15","57213","60734"
"26.03.2021 21:15 - 26.03.2021 21:30","56553","59722"
"26.03.2021 21:30 - 26.03.2021 21:45","55903","58474"
"26.03.2021 21:45 - 26.03.2021 22:00","55272","57728"
"26.03.2021 22:00 - 26.03.2021 22:15","55094","57296"
"26.03.2021 22:15 - 26.03.2021 22:30","54433","56558"
"26.03.2021 22:30 - 26.03.2021 22:45","53672","55766"
"26.03.2021 22:45 - 26.03.2021 23:00","52856","54531"
"26.03.2021 23:00 - 26.03.2021 23:15","51835","53777"
"26.03.2021 23:15 - 26.03.2021 23:30","51125","52923"
"26.03.2021 23:30 - 26.03.2021 23:45","50414","52083"
"26.03.2021 23:45 - 27.03.2021 00:00","49872","51215"
"27.03.2021 00:00 - 27.03.2021 00:15","48632","50270"
"27.03.2021 00:15 - 27.03.2021 00:30","47822","49650"
"27.03.2021 00:30 - 27.03.2021 00:45","47480","48867"
"27.03.2021 00:45 - 27.03.2021 01:00","47040","48378"
"27.03.2021 01:00 - 27.03.2021 01:15","46457","48042"
"27.03.2021 01:15 - 27.03.2021 01:30","45919","47647"
"27.03.2021 01:30 - 27.03.2021 01:45","45662","47317"
"27.03.2021 01:45 - 27.03.2021 02:00","45355","47040"
"27.03.2021 02:00 - 27.03.2021 02:15","45008","46799"
"27.03.2021 02:15 - 27.03.2021 02:30","44924","46666"
"27.03.2021 02:30 - 27.03.2021 02:45","44880","46808"
"27.03.2021 02:45 - 27.03.2021 03:00","44783","46656"
"27.03.2021 03:00 - 27.03.2021 03:15","44632","46718"
"27.03.2021 03:15 - 27.03.2021 03:30","44774","46355"
"27.03.2021 03:30 - 27.03.2021 03:45","44641","46588"
"27.03.2021 03:45 - 27.03.2021 04:00","44615","46957"
"27.03.2021 04:00 - 27.03.2021 04:15","44681","47560"
"27.03.2021 04:15 - 27.03.2021 04:30","44817","47634"
"27.03.2021 04:30 - 27.03.2021 04:45","44597","48229"
"27.03.2021 04:45 - 27.03.2021 05:00","44913","48546"
"27.03.2021 05:00 - 27.03.2021 05:15","45059","48931"
"27.03.2021 05:15 - 27.03.2021 05:30","44813","48859"
"27.03.2021 05:30 - 27.03.2021 05:45","44921","49087"
"27.03.2021 05:45 - 27.03.2021 06:00","44994","49148"
"27.03.2021 06:00 - 27.03.2021 06:15","45334","48981"
"27.03.2021 06:15 - 27.03.2021 06:30","45294","49350"
"27.03.2021 06:30 - 27.03.2021 06:45","45517","49947"
"27.03.2021 06:45 - 27.03.2021 07:00","45895","51033"
"27.03.2021 07:00 - 27.03.2021 07:15","46478","51881"
"27.03.2021 07:15 - 27.03.2021 07:30","47237","52785"
"27.03.2021 07:30 - 27.03.2021 07:45","48286","53539"
"27.03.2021 07:45 - 27.03.2021 08:00","49681","54422"
"27.03.2021 08:00 - 27.03.2021 08:15","50551","55083"
"27.03.2021 08:15 - 27.03.2021 08:30","51585","56077"
"27.03.2021 08:30 - 27.03.2021 08:45","52462","56945"
"27.03.2021 08:45 - 27.03.2021 09:00","53173","57871"
"27.03.2021 09:00 - 27.03.2021 09:15","53826","58322"
"27.03.2021 09:15 - 27.03.2021 09:30","54417","59544"
"27.03.2021 09:30 - 27.03.2021 09:45","55401","60573"
"27.03.2021 09:45 - 27.03.2021 10:00","55658","61106"
"27.03.2021 10:00 - 27.03.2021 10:15","55842","62057"
"27.03.2021 10:15 - 27.03.2021 10:30","56392","62167"
"27.03.2021 10:30 - 27.03.2021 10:45","56758","62435"
"27.03.2021 10:45 - 27.03.2021 11:00","56740","62593"
"27.03.2021 11:00 - 27.03.2021 11:15","57583","63065"
"27.03.2021 11:15 - 27.03.2021 11:30","57838","63753"
"27.03.2021 11:30 - 27.03.2021 11:45","57768","63959"
"27.03.2021 11:45 - 27.03.2021 12:00","58055","63634"
"27.03.2021 12:00 - 27.03.2021 12:15","57331","63103"
"27.03.2021 12:15 - 27.03.2021 12:30","57293","62465"
"27.03.2021 12:30 - 27.03.2021 12:45","56598","62229"
"27.03.2021 12:45 - 27.03.2021 13:00","56764","61663"
"27.03.2021 13:00 - 27.03.2021 13:15","56067","61036"
"27.03.2021 13:15 - 27.03.2021 13:30","55694","60223"
"27.03.2021 13:30 - 27.03.2021 13:45","55030","59369"
"27.03.2021 13:45 - 27.03.2021 14:00","54472","59120"
"27.03.2021 14:00 - 27.03.2021 14:15","53961","59015"
"27.03.2021 14:15 - 27.03.2021 14:30","53517","58377"
"27.03.2021 14:30 - 27.03.2021 14:45","53521","58166"
"27.03.2021 14:45 - 27.03.2021 15:00","53153","57695"
"27.03.2021 15:00 - 27.03.2021 15:15","52929","58109"
"27.03.2021 15:15 - 27.03.2021 15:30","52525","58230"
"27.03.2021 15:30 - 27.03.2021 15:45","52692","57816"
"27.03.2021 15:45 - 27.03.2021 16:00","52586","57136"
"27.03.2021 16:00 - 27.03.2021 16:15","52576","56748"
"27.03.2021 16:15 - 27.03.2021 16:30","52718","56056"
"27.03.2021 16:30 - 27.03.2021 16:45","53491","56281"
"27.03.2021 16:45 - 27.03.2021 17:00","53168","56415"
"27.03.2021 17:00 - 27.03.2021 17:15","53919","57025"
"27.03.2021 17:15 - 27.03.2021 17:30","53922","57303"
"27.03.2021 17:30 - 27.03.2021 17:45","54354","57963"
"27.03.2021 17:45 - 27.03.2021 18:00","54650","58469"
"27.03.2021 18:00 - 27.03.2021 18:15","55164","59096"
"27.03.2021 18:15 - 27.03.2021 18:30","55721","59269"
"27.03.2021 18:30 - 27.03.2021 18:45","55561","59046"
"27.03.2021 18:45 - 27.03.2021 19:00","55238","59484"
"27.03.2021 19:00 - 27.03.2021 19:15","55509","60141"
"27.03.2021 19:15 - 27.03.2021 19:30","55154","60175"
"27.03.2021 19:30 - 27.03.2021 19:45","55065","59783"
"27.03.2021 19:45 - 27.03.2021 20:00","54785","59308"
"27.03.2021 20:00 - 27.03.2021 20:15","53898","58257"
"27.03.2021 20:15 - 27.03.2021 20:30","52848","57325"
"27.03.2021 20:30 - 27.03.2021 20:45","52375","56129"
"27.03.2021 20:45 - 27.03.2021 21:00","51872","55452"
